,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,outgoing_relation_id,relation_type
2366,All,Other,131.0,pilot04,Chameleon,pilot04_12_stac_1338987753,419,1711.0,12,107.0,Assertion,now,1567.0,Segment,pilot04_12_sleva_1359360867836,EDU,0,0
2367,All,Other,131.0,pilot04,Chameleon,pilot04_12_stac_1338997753,420,1758.0,12,107.0,Assertion,*you cant end your tuirn yet,1568.0,Segment,0,0,pilot04_12_sleva_1359361217562,Correction
2368,All,Other,131.0,pilot04,Chameleon,pilot04_12_stac_1339007753,421,1784.0,12,107.0,Assertion,oh wait,1569.0,Segment,0,0,0,0
2369,Chameleon,Other,132.0,pilot04,Nancy,pilot04_13_stac_1406105781,424,39.0,13,107.0,Question,have u moved the robber?,1570.0,Segment,0,0,pilot04_13_nasher_1406115108228,Q_Elab
2370,Chameleon,Other,132.0,pilot04,Nancy,pilot04_13_stac_1406105781,424,39.0,13,107.0,Question,have u moved the robber?,1570.0,Segment,0,0,pilot04_13_nasher_1406115143353,Question_answer_pair
2371,Nancy,Other,132.0,pilot04,Chameleon,pilot04_13_stac_1406105784,425,83.0,13,107.0,Assertion,I have to move the robber,1571.0,Segment,0,0,pilot04_13_nasher_1406115157252,Explanation
2372,Nancy,Other,132.0,pilot04,Chameleon,pilot04_13_stac_1406105787,426,118.0,13,107.0,Assertion,"I thought I had,",1572.0,Segment,0,0,pilot04_13_nasher_1406115211238,Contrast
2373,Nancy,Other,132.0,pilot04,Chameleon,pilot04_13_stac_1406105790,427,167.0,13,107.0,Assertion,but not registered it properly,1573.0,Segment,0,0,pilot04_13_nasher_1406115234515,Acknowledgement
2374,Chameleon,Other,132.0,pilot04,skinnylinny,pilot04_13_stac_1406105793,428,190.0,13,107.0,Assertion,ah,1574.0,Segment,0,0,pilot04_13_nasher_1406115318077,Continuation
2375,"skinnylinny, Nancy",Offer,132.0,pilot04,Chameleon,pilot04_13_stac_1406105796,429,225.0,13,107.0,Request,anyone go wheat?,1575.0,Segment,pilot04_13_nasher_1406115290265,EDU,pilot04_13_nasher_1406115268737,Alternation
2376,"skinnylinny, Nancy",Offer,132.0,pilot04,Chameleon,pilot04_13_stac_1406105799,431,251.0,13,107.0,Request,or clay,1576.0,Segment,pilot04_13_nasher_1406115290265,EDU,0,0
2377,Chameleon,Refusal,132.0,pilot04,skinnylinny,pilot04_13_stac_1406105802,432,277.0,13,107.0,Assertion,NNope,1577.0,Segment,0,0,0,0
2378,Chameleon,Counteroffer,132.0,pilot04,Nancy,pilot04_13_stac_1406105805,433,315.0,13,107.0,Request,id give u clay for ore?,1578.0,Segment,0,0,pilot04_13_nasher_1406115374099,Question_answer_pair
2379,Nancy,Accept,132.0,pilot04,Chameleon,pilot04_13_stac_1406105808,434,338.0,13,107.0,Assertion,sure,1579.0,Segment,0,0,0,0
2380,"Nancy, Chameleon",Offer,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105812,443,403.0,13,108.0,Request,Anyone got a spare sheep or wool for an ore?,1580.0,Segment,pilot04_13_jhunter_1490694275642,EDU,pilot04_13_nasher_1406115405248,Alternation
2381,"Nancy, Chameleon",Offer,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105812,443,403.0,13,108.0,Request,Anyone got a spare sheep or wool for an ore?,1580.0,Segment,pilot04_13_jhunter_1490694275642,EDU,pilot04_13_nasher_1406115418717,Question_answer_pair
2382,"Nancy, Chameleon",Offer,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105815,444,439.0,13,108.0,Request,(or for a wood),1581.0,Segment,pilot04_13_jhunter_1490694275642,EDU,0,0
2383,skinnylinny,Refusal,133.0,pilot04,Nancy,pilot04_13_stac_1406105818,445,458.0,13,108.0,Assertion,nope,1582.0,Segment,0,0,pilot04_13_nasher_1406115429180,Comment
2384,skinnylinny,Other,133.0,pilot04,Nancy,pilot04_13_stac_1406105819,445,464.0,13,108.0,Assertion,sorry,1582.0,Segment,0,0,0,0
2385,"Nancy, Chameleon",Offer,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105822,446,511.0,13,108.0,Request,*spare sheep or wheat even,1583.0,Segment,0,0,pilot04_13_nasher_1406119628914,Question_answer_pair
2386,"Nancy, Chameleon",Offer,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105822,446,511.0,13,108.0,Request,*spare sheep or wheat even,1583.0,Segment,0,0,pilot04_13_nasher_1406119664003,Comment
2387,skinnylinny,Refusal,133.0,pilot04,Chameleon,pilot04_13_stac_1406105825,447,534.0,13,108.0,Assertion,nope,1584.0,Segment,0,0,0,0
2388,"Nancy, Chameleon",Other,133.0,pilot04,skinnylinny,pilot04_13_stac_1406105828,450,559.0,13,108.0,Assertion,oops,1585.0,Segment,0,0,0,0
2389,"Nancy, Chameleon",Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105832,453,634.0,13,108.0,Question,"Wait, you can't trade *any* four things with the bank?",1586.0,Segment,0,0,pilot04_13_nasher_1406119693021,Explanation
2390,"Nancy, Chameleon",Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105832,453,634.0,13,108.0,Question,"Wait, you can't trade *any* four things with the bank?",1586.0,Segment,0,0,pilot04_13_nasher_1406119769145,Correction
2391,"Nancy, Chameleon",Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105832,453,634.0,13,108.0,Question,"Wait, you can't trade *any* four things with the bank?",1586.0,Segment,0,0,pilot04_13_nasher_1406119819219,Continuation
2392,"Nancy, Chameleon",Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105833,453,671.0,13,108.0,Question,It has to be four of the same thing?,1586.0,Segment,0,0,0,0
2393,skinnylinny,Other,134.0,pilot04,Chameleon,pilot04_13_stac_1406105836,454,693.0,13,108.0,Assertion,yes,1587.0,Segment,0,0,pilot04_13_nasher_1406119830666,Continuation
2394,Chameleon,Offer,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105839,455,754.0,13,108.0,Request,Chameleon: Fancy two wood for one sheep?,1588.0,Segment,0,0,0,0
2395,skinnylinny,Other,134.0,pilot04,Chameleon,pilot04_13_stac_1406105842,456,843.0,13,108.0,Assertion,and apparently you cant put the robber on the other of the same number,1589.0,Segment,0,0,pilot04_13_nasher_1406119853686,Comment
2396,skinnylinny,Other,134.0,pilot04,Chameleon,pilot04_13_stac_1406105842,456,843.0,13,108.0,Assertion,and apparently you cant put the robber on the other of the same number,1589.0,Segment,0,0,pilot04_13_nasher_1406119867245,Continuation
2397,Chameleon,Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105845,457,869.0,13,108.0,Assertion,weird,1590.0,Segment,0,0,0,0
2398,skinnylinny,Counteroffer,134.0,pilot04,Chameleon,pilot04_13_stac_1406105848,458,902.0,13,108.0,Request,you got wheat?,1591.0,Segment,0,0,pilot04_13_nasher_1406119879842,Question_answer_pair
2399,skinnylinny,Counteroffer,134.0,pilot04,Chameleon,pilot04_13_stac_1406105848,458,902.0,13,108.0,Request,you got wheat?,1591.0,Segment,0,0,pilot04_13_nasher_1406119912072,Comment
2400,Chameleon,Refusal,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105851,459,926.0,13,108.0,Assertion,"no,",1592.0,Segment,0,0,pilot04_13_nasher_1406119886931,Comment
2401,Chameleon,Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105852,459,932.0,13,108.0,Assertion,sorry,1592.0,Segment,0,0,0,0
2402,Chameleon,Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105855,462,955.0,13,108.0,Assertion,:(,1593.0,Segment,0,0,pilot04_13_nasher_1406119971663,Comment
2403,skinnylinny,Other,134.0,pilot04,Chameleon,pilot04_13_stac_1406105858,463,979.0,13,108.0,Assertion,sorry,1594.0,Segment,0,0,pilot04_13_nasher_1406119999352,Acknowledgement
2404,"Nancy, Chameleon",Other,134.0,pilot04,skinnylinny,pilot04_13_stac_1406105862,466,1010.0,13,108.0,Assertion,no worries,1595.0,Segment,0,0,0,0
2405,skinnylinny,Other,135.0,pilot04,Nancy,pilot04_13_stac_1406105865,467,1062.0,13,108.0,Question,do u know how to trade with the port?,1596.0,Segment,0,0,pilot04_13_nasher_1406120045769,Question_answer_pair
2406,skinnylinny,Other,135.0,pilot04,Nancy,pilot04_13_stac_1406105865,467,1062.0,13,108.0,Question,do u know how to trade with the port?,1596.0,Segment,0,0,pilot04_13_nasher_1406120059394,Question_answer_pair
2407,skinnylinny,Other,135.0,pilot04,Nancy,pilot04_13_stac_1406105865,467,1062.0,13,108.0,Question,do u know how to trade with the port?,1596.0,Segment,0,0,pilot04_13_nasher_1406120236266,Explanation
2408,"Nancy, Chameleon",Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105868,468,1106.0,13,108.0,Request,Anyone got a spare ore?,1597.0,Segment,0,0,pilot04_13_nasher_1406120038421,Question_answer_pair
2409,"Nancy, Chameleon",Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105868,468,1106.0,13,108.0,Request,Anyone got a spare ore?,1597.0,Segment,0,0,pilot04_13_nasher_1406120120334,Q_Elab
2410,"Nancy, Chameleon",Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105868,468,1106.0,13,108.0,Request,Anyone got a spare ore?,1597.0,Segment,0,0,pilot04_13_nasher_1406120213951,Q_Elab
2411,skinnylinny,Accept,135.0,pilot04,Chameleon,pilot04_13_stac_1406105871,469,1128.0,13,108.0,Assertion,Yes,1598.0,Segment,0,0,0,0
2412,Chameleon,Other,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105874,470,1192.0,13,108.0,Assertion,you need a settlement on the port locations,1599.0,Segment,0,0,0,0
2413,Nancy,Other,135.0,pilot04,Chameleon,pilot04_13_stac_1406105877,471,1244.0,13,108.0,Assertion,Nancy: have a settlement there...,1600.0,Segment,pilot04_13_nasher_1406120066683,EDU,pilot04_13_nasher_1406120082531,Narration
2414,Nancy,Other,135.0,pilot04,Chameleon,pilot04_13_stac_1406105878,471,1260.0,13,108.0,Assertion,then just trade,1600.0,Segment,pilot04_13_nasher_1406120066683,EDU,0,0
2415,Chameleon,Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105881,472,1323.0,13,108.0,Request,chameleon: Would you take wood for an ore?,1601.0,Segment,0,0,pilot04_13_nasher_1406120128576,Question_answer_pair
2416,Chameleon,Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105881,472,1323.0,13,108.0,Request,chameleon: Would you take wood for an ore?,1601.0,Segment,0,0,pilot04_13_nasher_1406120267239,Question_answer_pair
2417,skinnylinny,Counteroffer,135.0,pilot04,Chameleon,pilot04_13_stac_1406105884,473,1354.0,13,108.0,Assertion,rather sheep,1602.0,Segment,0,0,pilot04_13_nasher_1406120151584,Correction
2418,Chameleon,Refusal,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105887,474,1397.0,13,108.0,Assertion,I don't have any sheep,1603.0,Segment,0,0,pilot04_13_nasher_1406120173391,Acknowledgement
2419,skinnylinny,Other,135.0,pilot04,Chameleon,pilot04_13_stac_1406105890,475,1423.0,13,108.0,Assertion,ok then,1604.0,Segment,0,0,0,0
2420,Nancy,Offer,135.0,pilot04,skinnylinny,pilot04_13_stac_1406105893,476,1465.0,13,108.0,Request,Nancy: Any spare ore?,1605.0,Segment,0,0,0,0
2421,skinnylinny,Other,135.0,pilot04,Nancy,pilot04_13_stac_1406105896,477,1523.0,13,108.0,Assertion,really dont know how to trade with the port,1606.0,Segment,0,0,pilot04_13_nasher_1406120492897,Explanation
2422,skinnylinny,Accept,135.0,pilot04,Chameleon,pilot04_13_stac_1406105899,478,1573.0,13,108.0,Assertion,I am happy to trade skinnylinny,1607.0,Segment,0,0,0,0
2423,Nancy,Other,135.0,pilot04,Chameleon,pilot04_13_stac_1406105902,479,1620.0,13,108.0,Assertion,Nancy: you are not on a port,1608.0,Segment,0,0,0,0
2424,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105906,483,1660.0,13,109.0,Assertion,Well done skinnylinny,1609.0,Segment,0,0,pilot04_13_nasher_1406120537839,Continuation
2425,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105906,483,1660.0,13,109.0,Assertion,Well done skinnylinny,1609.0,Segment,0,0,pilot04_13_nasher_1406120551688,Acknowledgement
2426,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105909,484,1684.0,13,109.0,Assertion,well done,1610.0,Segment,0,0,pilot04_13_nasher_1406120547788,Acknowledgement
2427,"Nancy, Chameleon",Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105912,485,1717.0,13,109.0,Assertion,Thank you :),1611.0,Segment,0,0,pilot04_13_nasher_1406120561102,Comment
2428,"Nancy, Chameleon",Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105913,485,1739.0,13,109.0,Assertion,"Well played, you two!",1611.0,Segment,0,0,pilot04_13_nasher_1406120716496,Correction
2429,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105916,486,1768.0,13,109.0,Assertion,not really,1612.0,Segment,pilot04_13_nasher_1406120586979,EDU,pilot04_13_nasher_1406120613655,Elaboration
2430,Chameleon,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105919,487,1804.0,13,109.0,Assertion,on my part anyway,1613.0,Segment,pilot04_13_nasher_1406120586979,EDU,0,0
2431,Chameleon,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105922,488,1834.0,13,109.0,Assertion,hahaha soo true,1614.0,Segment,pilot04_13_nasher_1406120695504,EDU,0,0
2432,"skinnylinny, Chameleon",Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105925,489,1886.0,13,109.0,Question,is this u guys first time of playing?,1615.0,Segment,0,0,pilot04_13_nasher_1406120732956,Question_answer_pair
2433,"skinnylinny, Chameleon",Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105925,489,1886.0,13,109.0,Question,is this u guys first time of playing?,1615.0,Segment,0,0,pilot04_13_nasher_1406120742257,Question_answer_pair
2434,"skinnylinny, Chameleon",Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105925,489,1886.0,13,109.0,Question,is this u guys first time of playing?,1615.0,Segment,0,0,pilot04_13_nasher_1406120789831,Continuation
2435,Nancy,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105928,490,1907.0,13,109.0,Assertion,no,1616.0,Segment,0,0,pilot04_13_nasher_1406120752183,Contrast
2436,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105931,491,1938.0,13,109.0,Assertion,"Mine, yeah",1617.0,Segment,0,0,0,0
2437,Nancy,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105934,492,1991.0,13,109.0,Assertion,but it has been a *very* long time,1618.0,Segment,0,0,0,0
2438,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105937,493,2042.0,13,109.0,Question,"You ever played before, Nancy?",1619.0,Segment,0,0,pilot04_13_nasher_1406120795412,Question_answer_pair
2439,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105937,493,2042.0,13,109.0,Question,"You ever played before, Nancy?",1619.0,Segment,0,0,pilot04_13_nasher_1406120820969,Continuation
2440,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105940,494,2061.0,13,109.0,Assertion,nope,1620.0,Segment,0,0,pilot04_13_nasher_1406120802023,Result
2441,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105943,495,2120.0,13,109.0,Assertion,hence still dont get the whole port thing :),1621.0,Segment,0,0,0,0
2442,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105946,496,2163.0,13,109.0,Question,so do u know what we do now?,1622.0,Segment,0,0,pilot04_13_nasher_1406120833883,Question_answer_pair
2443,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105946,496,2163.0,13,109.0,Question,so do u know what we do now?,1622.0,Segment,0,0,pilot04_13_nasher_1406120886111,Continuation
2444,skinnylinny,Other,136.0,pilot04,Nancy,pilot04_13_stac_1406105946,496,2163.0,13,109.0,Question,so do u know what we do now?,1622.0,Segment,0,0,pilot04_13_nasher_1406120969395,Continuation
2445,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105949,497,2220.0,13,109.0,Assertion,I think we fill in the questionnaire,1623.0,Segment,0,0,pilot04_13_nasher_1406120841160,Acknowledgement
2446,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105949,497,2220.0,13,109.0,Assertion,I think we fill in the questionnaire,1623.0,Segment,0,0,pilot04_13_nasher_1406120856999,Narration
2447,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105952,498,2242.0,13,109.0,Assertion,yup,1624.0,Segment,0,0,0,0
2448,"Nancy, Chameleon",Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105955,499,2281.0,13,109.0,Assertion,Then obtain profit,1625.0,Segment,0,0,pilot04_13_nasher_1406120865249,Comment
2449,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105958,500,2302.0,13,109.0,Assertion,:),1626.0,Segment,0,0,pilot04_13_nasher_1406120872622,Explanation
2450,skinnylinny,Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105961,501,2347.0,13,109.0,Assertion,this is a good arrangement,1627.0,Segment,0,0,0,0
2451,Nancy,Other,136.0,pilot04,skinnylinny,pilot04_13_stac_1406105964,502,2381.0,13,109.0,Assertion,"Oh, bye Nancy",1628.0,Segment,0,0,pilot04_13_nasher_1406120944977,Continuation
2452,"skinnylinny, Nancy",Other,136.0,pilot04,Chameleon,pilot04_13_stac_1406105967,503,2407.0,13,109.0,Assertion,bye all,1629.0,Segment,0,0,0,0
2453,"Ash, J, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stacutil_1491820424,0.1,22.0,01,110.0,Assertion,"Great,",1630.0,Segment,pilot14_01_stacutil_1516248964,EDU,0,0
2454,"Ash, J, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stacutil_1491820425,0.1,51.0,01,110.0,Assertion,waiting for one more person.,1630.0,Segment,pilot14_01_stacutil_1516248964,EDU,0,0
2455,"Ash, J, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stacutil_1490734248,0.2,97.0,01,110.0,Assertion,One participant can't make it;,1631.0,Segment,pilot14_01_stacutil_1516250228,EDU,0,0
2456,"Ash, J, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stacutil_1490734249,0.2,118.0,01,110.0,Assertion,so you'll be only 3.,1631.0,Segment,pilot14_01_stacutil_1516250228,EDU,0,0
2457,"Ash, J, ash, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stac_1459254457,0.3,144.0,01,110.0,Assertion,"Hi, great.",1632.0,Segment,0,0,pilot14_01_nasher_1459330889167,Result
2458,"Ash, J, ash, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stac_1459254458,0.3,154.0,01,110.0,Request,Go ahead.,1632.0,Segment,0,0,pilot14_01_nasher_1459330901769,Explanation
2459,"Ash, J, ash, mmatrtajova",Other,137.0,pilot14,Markus,pilot14_01_stac_1459254461,0.4,194.0,01,110.0,Assertion,You'll only be three ...,1633.0,Segment,0,0,0,0
2460,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338537801,16,211.0,01,110.0,Assertion,sorry,1634.0,Segment,pilot14_01_sleva_1355998934613,EDU,pilot14_01_sleva_1355998920996,Narration
2461,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338537802,16,228.0,01,110.0,Assertion,i have click one,1634.0,Segment,pilot14_01_sleva_1355998934613,EDU,pilot14_01_sleva_1355998895424,Contrast
2462,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338537803,16,250.0,01,110.0,Assertion,but it hasnt moved on,1634.0,Segment,pilot14_01_sleva_1355998934613,EDU,0,0
2463,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stacutil_1426616855,17,283.0,01,110.0,Request,click again:),1635.0,Segment,0,0,pilot14_01_sleva_1355998959409,Result
2464,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338557801,18,302.0,01,110.0,Assertion,nothing,1636.0,Segment,0,0,pilot14_01_sleva_1355999005817,Explanation
2465,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338567801,19,331.0,01,110.0,Assertion,well then,1637.0,Segment,pilot14_01_nasher_1414151525185,EDU,pilot14_01_sleva_1355999017094,Continuation
2466,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338567802,19,376.0,01,110.0,Request,choose a number that actually is on the map!,1637.0,Segment,pilot14_01_nasher_1414151525185,EDU,0,0
2467,Ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338577801,20,398.0,01,110.0,Assertion,:),1638.0,Segment,0,0,pilot14_01_sleva_1355999215080,Explanation
2468,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338587801,21,453.0,01,110.0,Assertion,you can never throw a 1 with 2 dice,1639.0,Segment,0,0,pilot14_01_sleva_1355999260340,Acknowledgement
2469,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338597801,22,467.0,01,110.0,Assertion,oh,1640.0,Segment,0,0,pilot14_01_nasher_1459574209461,Elaboration
2470,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338597802,22,479.0,01,110.0,Assertion,i see sotty,1640.0,Segment,pilot14_01_nasher_1459330962576,EDU,pilot14_01_sleva_1355999279420,Correction
2471,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338607801,23,497.0,01,110.0,Assertion,*sorry,1641.0,Segment,pilot14_01_nasher_1459330962576,EDU,0,0
2472,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338617801,24,525.0,01,110.0,Assertion,i am new at this,1642.0,Segment,0,0,pilot14_01_sleva_1355999295417,Acknowledgement
2473,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338647801,27,556.0,01,110.0,Assertion,"thats okay,",1643.0,Segment,0,0,pilot14_01_sleva_1355999302957,Explanation
2474,Ash/ash,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338647802,27,589.0,01,110.0,Assertion,i have only done it once as well,1643.0,Segment,0,0,pilot14_01_sleva_1355999311247,Acknowledgement
2475,mmatrtajova,Other,137.0,pilot14,Ash,pilot14_01_stac_1338657801,28,605.0,01,110.0,Assertion,cool,1644.0,Segment,0,0,pilot14_01_sleva_1355999315673,Clarification_question
2476,All,Other,137.0,pilot14,J,pilot14_01_stac_1338667801,29,632.0,01,110.0,Question,what do i do now?,1645.0,Segment,0,0,pilot14_01_sleva_1355999326306,Question_answer_pair
2477,J,Other,137.0,pilot14,mmatrtajova,pilot14_01_mabrusan_1386857336420,30,666.0,01,110.0,Assertion,well build sts,1646.0,Segment,pilot14_01_sleva_1355999346801,EDU,pilot14_01_mabrusan_1386857364782,Alternation
2478,J,Other,137.0,pilot14,mmatrtajova,pilot14_01_mabrusan_1386857354520,30,678.0,01,110.0,Request,or put done,1646.0,Segment,pilot14_01_sleva_1355999346801,EDU,pilot14_01_sleva_1355999341565,Alternation
2479,J,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338687801,31,706.0,01,110.0,Request,or trade,1647.0,Segment,pilot14_01_sleva_1355999346801,EDU,0,0
2480,mmatrtajova,Other,137.0,pilot14,J,pilot14_01_stac_1338697801,32,747.0,01,110.0,Assertion,won't let me build a settlement,1648.0,Segment,0,0,pilot14_01_sleva_1355999395668,Explanation
2481,J,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338707801,33,802.0,01,110.0,Assertion,because you dont have the resources,1649.0,Segment,pilot14_01_nasher_1462348789443,EDU,pilot14_01_nasher_1460002160762,Continuation
2482,J,Other,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338387804,36,830.0,01,110.0,Assertion,probably,1650.0,Segment,pilot14_01_nasher_1462348789443,EDU,0,0
2483,mmatrtajova,Other,137.0,pilot14,J,pilot14_01_stac_1338397804,37,844.0,01,110.0,Assertion,cool,1651.0,Segment,0,0,0,0
2484,J,Offer,137.0,pilot14,mmatrtajova,pilot14_01_stac_1338417804,39,885.0,01,110.0,Request,"J, give me one clay:)",1652.0,Segment,0,0,0,0
2485,Please choose...,Other,138.0,pilot14,mmatrtajova,pilot14_02_stac_1338487804,46,42.0,02,111.0,Please choose...,how do i reject trade?,1653.0,Segment,0,0,pilot14_02_asoubeille_1355834941156,Question_answer_pair
2486,Please choose...,Other,138.0,pilot14,Ash,pilot14_02_stac_1338497804,47,65.0,02,111.0,Please choose...,i dont know,1654.0,Segment,pilot14_02_asoubeille_1355834987000,EDU,pilot14_02_asoubeille_1355834960828,Contrast
2487,Please choose...,Other,138.0,pilot14,Ash,pilot14_02_stac_1338497805,47,80.0,02,111.0,Please choose...,but j just did,1654.0,Segment,pilot14_02_asoubeille_1355834987000,EDU,0,0
2488,J,Other,138.0,pilot14,mmatrtajova,pilot14_02_stac_1338507804,48,117.0,02,111.0,Question,well how did you?,1655.0,Segment,0,0,pilot14_02_asoubeille_1355835050015,Question_answer_pair
2489,J,Other,138.0,pilot14,mmatrtajova,pilot14_02_stac_1338507804,48,117.0,02,111.0,Question,well how did you?,1655.0,Segment,0,0,pilot14_02_mabrusan_1386858016008,Comment
2490,J,Other,138.0,pilot14,mmatrtajova,pilot14_02_stac_1338527804,50,141.0,02,111.0,Assertion,nice,1656.0,Segment,0,0,0,0
2491,mmatrtajova,Other,138.0,pilot14,J,pilot14_02_stac_1338537804,51,209.0,02,111.0,Assertion,there's a button that says accept and one that said reject,1657.0,Segment,0,0,0,0
2492,mmatrtajova,Offer,139.0,pilot14,Ash,pilot14_02_stac_1338627804,60,268.0,02,112.0,Request,is there anything else you would want for wood?,1658.0,Segment,0,0,pilot14_02_asoubeille_1355835187375,Question_answer_pair
2493,mmatrtajova,Offer,139.0,pilot14,Ash,pilot14_02_stac_1338627804,60,268.0,02,112.0,Request,is there anything else you would want for wood?,1658.0,Segment,0,0,pilot14_02_asoubeille_1355835284828,Clarification_question
2494,mmatrtajova,Other,139.0,pilot14,J,pilot14_02_stac_1338637804,61,316.0,02,112.0,Question,can't you trade with the bank instead?,1659.0,Segment,0,0,0,0
2495,Ash/ash,Refusal,139.0,pilot14,mmatrtajova,pilot14_02_stac_1338647804,62,377.0,02,112.0,Assertion,i have monopolized and used all the wood!,1660.0,Segment,pilot14_02_asoubeille_1355835224312,EDU,pilot14_02_asoubeille_1355835202312,Result
2496,Ash/ash,Refusal,139.0,pilot14,mmatrtajova,pilot14_02_stac_1338657804,63,414.0,02,112.0,Assertion,there is no wood!,1661.0,Segment,pilot14_02_asoubeille_1355835224312,EDU,0,0
2497,"mmatrtajova, Ash/ash",Other,139.0,pilot14,Ash,pilot14_02_stac_1338667804,64,438.0,02,112.0,Assertion,oh nightmare,1662.0,Segment,0,0,pilot14_02_nasher_1459574461997,Comment
2498,Ash/ash,Counteroffer,139.0,pilot14,mmatrtajova,pilot14_02_stac_1387784251,66,488.0,02,112.0,Assertion,you can trade with the bank...,1663.0,Segment,0,0,pilot14_02_nasher_1414153481994,Elaboration
2499,Ash/ash,Counteroffer,139.0,pilot14,mmatrtajova,pilot14_02_stac_1387784251,66,488.0,02,112.0,Assertion,you can trade with the bank...,1663.0,Segment,0,0,pilot14_02_nasher_1414153667230,Acknowledgement
