,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
4189,"gotwood4sheep, ljaybrad123",Other,299.0,s1_league1_game3,tomas.kostan,s1_league1_game3_04_stac_1369335269,263,1151.0,04,244.0,Assertion,:),3284.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599829171,Acknowledgement
4190,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335272,264,1183.0,04,244.0,Assertion,internet*,3285.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599814437,Correction
4191,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335275,266,1213.0,04,244.0,Assertion,yorkshire,3286.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599869000,Question_answer_pair
4192,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335278,267,1248.0,04,244.0,Assertion,nice country,3287.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599877187,Comment
4193,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335281,270,1282.0,04,244.0,Assertion,not really :p,3288.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599886875,Correction
4194,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335284,271,1318.0,04,244.0,Question,aww what bit?,3289.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599897218,Clarification_question
4195,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335288,274,1361.0,04,244.0,Assertion,some of it is lovely,3290.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599918390,Elaboration
4196,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335288,274,1361.0,04,244.0,Assertion,some of it is lovely,3290.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599931906,Correction
4197,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335291,275,1392.0,04,244.0,Assertion,york leeds,3291.0,Segment,s1_league1_game3_04_asoubeille_1370599976078,EDU,0,0
4198,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335294,276,1423.0,04,244.0,Assertion,its pretty,3292.0,Segment,s1_league1_game3_04_asoubeille_1370599976078,EDU,s1_league1_game3_04_asoubeille_1370599960796,Elaboration
4199,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335297,277,1454.0,04,244.0,Assertion,ahhhhhh#,3293.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370599991265,Comment
4200,"gotwood4sheep, ljaybrad123, tomas.kostan",Offer,299.0,s1_league1_game3,william,s1_league1_game3_04_stac_1369335300,278,1498.0,04,244.0,Question,does someone want my sheep?,3294.0,Segment,0,0,s1_league1_game3_04_nasher_1416216593659,Continuation
4201,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335303,279,1540.0,04,244.0,Assertion,im from lancashire...,3295.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600051937,Contrast
4202,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335306,280,1586.0,04,244.0,Assertion,my brother is in leeds.,3296.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600181968,Comment
4203,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335307,280,1608.0,04,244.0,Assertion, it's no edinburgh :),3296.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600192078,Contrast
4204,ljaybrad123,Other,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335310,281,1647.0,04,244.0,Assertion,ah ha lol! rival,3297.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600225750,Comment
4205,gotwood4sheep,Other,299.0,s1_league1_game3,ljaybrad123,s1_league1_game3_04_stac_1369335313,282,1689.0,04,244.0,Assertion,yes just a little bit,3298.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600242546,Question_answer_pair
4206,william,Counteroffer,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335316,283,1730.0,04,244.0,Question,"for what, william?",3299.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600258984,Q_Elab
4207,gotwood4sheep,Offer,299.0,s1_league1_game3,william,s1_league1_game3_04_stac_1369335319,284,1763.0,04,244.0,Assertion,anything really.,3300.0,Segment,s1_league1_game3_04_asoubeille_1370600270765,EDU,0,0
4208,gotwood4sheep,Offer,299.0,s1_league1_game3,william,s1_league1_game3_04_stac_1369335320,284,1774.0,04,244.0,Request,ore? wood?,3300.0,Segment,s1_league1_game3_04_asoubeille_1370600270765,EDU,s1_league1_game3_04_asoubeille_1370600276828,Elaboration
4209,william,Refusal,299.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_04_stac_1369335323,285,1839.0,04,244.0,Assertion,"neither, i'm afraid, only a wheat.  Sorry!",3301.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600301953,Question_answer_pair
4210,gotwood4sheep,Refusal,299.0,s1_league1_game3,william,s1_league1_game3_04_stac_1369335326,286,1872.0,04,244.0,Assertion,hmm. maybe later,3302.0,Segment,0,0,s1_league1_game3_04_asoubeille_1370600312984,Comment
4211,?,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640543,289,28.0,05,245.0,Assertion,kk :),3303.0,Segment,0,0,0,0
4212,All,Other,300.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640546,290,89.0,05,245.0,Assertion,this die is not in my favour tonight....,3304.0,Segment,0,0,s1_league1_game3_05_nasher_1416216669497,Comment
4213,All,Offer,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640549,291,143.0,05,245.0,Question,anyone willing to buy some wood?,3305.0,Segment,0,0,s1_league1_game3_05_nasher_1416217980738,Continuation
4214,ljaybrad123,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640552,292,188.0,05,245.0,Assertion,"we have 4 games laura,",3306.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371826131937,Contrast
4215,ljaybrad123,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640553,292,217.0,05,245.0,Assertion,I'm sure it will even out :),3306.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371826146343,Result
4216,tomas.kostan,Refusal,300.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640556,293,248.0,05,245.0,Assertion,cant sorry,3307.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371826161031,Question_answer_pair
4217,tomas.kostan,Counteroffer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640559,294,296.0,05,245.0,Question,"how about 2 sheep, tomas?",3308.0,Segment,s1_league1_game3_05_asoubeille_1371826206703,EDU,0,0
4218,tomas.kostan,Counteroffer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640560,294,322.0,05,245.0,Assertion,(1 and the one i owe you),3308.0,Segment,s1_league1_game3_05_asoubeille_1371826206703,EDU,s1_league1_game3_05_asoubeille_1371826193953,Elaboration
4219,tomas.kostan,Counteroffer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640563,295,364.0,05,245.0,Question,or 1 sheep 1 wheat?,3309.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371826225968,Alternation
4220,gotwood4sheep,Counteroffer,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640566,296,420.0,05,245.0,Request,what about 1 sheep and 1 wheat? :),3310.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827119250,Q_Elab
4221,gotwood4sheep,Counteroffer,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640566,296,420.0,05,245.0,Request,what about 1 sheep and 1 wheat? :),3310.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827171640,Q_Elab
4222,tomas.kostan,Accept,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640569,297,447.0,05,245.0,Assertion,deal,3311.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827187640,Question_answer_pair
4223,gotwood4sheep,Accept,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640572,298,478.0,05,245.0,Assertion,yeah deal,3312.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827203390,Acknowledgement
4224,tomas.kostan,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640575,300,519.0,05,245.0,Assertion,happy to make even,3313.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827222609,Result
4225,tomas.kostan,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640578,302,563.0,05,245.0,Assertion,I am a man of my word,3314.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827240328,Explanation
4226,gotwood4sheep,Other,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640582,304,595.0,05,245.0,Assertion,thank you!,3315.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827263562,Acknowledgement
4227,All,Offer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640585,305,634.0,05,245.0,Request,anyone got clay?,3316.0,Segment,0,0,s1_league1_game3_05_nasher_1416217122078,Continuation
4228,gotwood4sheep,Other,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640588,306,679.0,05,245.0,Assertion,i will remember that :),3317.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827293781,Continuation
4229,gotwood4sheep,Other,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640588,306,679.0,05,245.0,Assertion,i will remember that :),3317.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827310015,Comment
4230,All,Offer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640591,307,730.0,05,245.0,Assertion,I will trade very generously,3318.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827375296,Elaboration
4231,All,Offer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640591,307,730.0,05,245.0,Assertion,I will trade very generously,3318.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827388515,Conditional
4232,All,Offer,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640592,307,736.0,05,245.0,Assertion,if so,3318.0,Segment,0,0,0,0
4233,gotwood4sheep,Refusal,300.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640595,308,765.0,05,245.0,Assertion,no clay,3319.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827404281,Question_answer_pair
4234,gotwood4sheep,Refusal,300.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640598,309,784.0,05,245.0,Assertion,no,3320.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827422984,Question_answer_pair
4235,gotwood4sheep,Refusal,300.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640601,310,815.0,05,245.0,Assertion,nothing...,3321.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827432390,Question_answer_pair
4236,All,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640604,311,851.0,05,245.0,Assertion,no worries :),3322.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827442781,Acknowledgement
4237,All,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640604,311,851.0,05,245.0,Assertion,no worries :),3322.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827462828,Acknowledgement
4238,All,Other,300.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640604,311,851.0,05,245.0,Assertion,no worries :),3322.0,Segment,0,0,s1_league1_game3_05_nasher_1462877082803,Acknowledgement
4239,?,Other,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640608,316,886.0,05,246.0,Assertion,all the ore :),3323.0,Segment,0,0,0,0
4240,ljaybrad123,Other,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640611,317,912.0,05,246.0,Assertion,lol,3324.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827476125,Comment
4241,All,Offer,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640614,318,959.0,05,246.0,Request,can i get a clay from someone?,3325.0,Segment,s1_league1_game3_05_asoubeille_1371827507953,EDU,0,0
4242,All,Offer,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640615,318,983.0,05,246.0,Assertion,offering wheat or sheep,3325.0,Segment,s1_league1_game3_05_asoubeille_1371827507953,EDU,s1_league1_game3_05_asoubeille_1371827487734,Elaboration
4243,william,Refusal,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640618,319,1020.0,05,246.0,Assertion,don't have any,3326.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827514250,Question_answer_pair
4244,william,Refusal,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640621,320,1046.0,05,246.0,Assertion,sorry,3327.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827532218,Question_answer_pair
4245,william,Refusal,301.0,s1_league1_game3,tomas.kostan,s1_league1_game3_05_stac_1368640624,321,1070.0,05,246.0,Assertion,no,3328.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827540656,Question_answer_pair
4246,william,Other,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640627,322,1134.0,05,246.0,Assertion,afraid i haven't seen it rolled either :(,3329.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827562484,Continuation
4247,All,Offer,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640630,323,1168.0,05,246.0,Request,can i get an ore?,3330.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827578250,Continuation
4248,william,Accept,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640633,324,1192.0,05,246.0,Assertion,yes,3331.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827594640,Question_answer_pair
4249,ljaybrad123,Offer,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640636,325,1236.0,05,246.0,Question,do you want a sheep for it?,3332.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827701421,Q_Elab
4250,william,Accept,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640639,326,1273.0,05,246.0,Assertion,I'll trade too,3333.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827729843,Parallel
4251,william,Accept,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640639,326,1273.0,05,246.0,Assertion,I'll trade too,3333.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827808390,Question_answer_pair
4252,william,Accept,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640642,327,1312.0,05,246.0,Assertion,sure a sheep works,3334.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827770656,Question_answer_pair
4253,ljaybrad123,Accept,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640645,328,1337.0,05,246.0,Assertion,ok laura,3335.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827783953,Acknowledgement
4254,william,Other,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640648,329,1386.0,05,246.0,Assertion,being called laura is odd :p,3336.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827822750,Comment
4255,ljaybrad123,Other,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640651,330,1422.0,05,246.0,Question,are you ljay?,3337.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827836296,Clarification_question
4256,ljaybrad123,Other,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640654,331,1476.0,05,246.0,Question,sorry. what do you want to be called?,3338.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827854328,Clarification_question
4257,william,Other,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640657,332,1505.0,05,246.0,Assertion,lj works,3339.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827866000,Question_answer_pair
4258,william,Other,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640657,332,1505.0,05,246.0,Assertion,lj works,3339.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827875218,Question_answer_pair
4259,ljaybrad123,Other,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640660,333,1535.0,05,246.0,Assertion,lj cool,3340.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827886093,Acknowledgement
4260,ljaybrad123,Other,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640663,336,1578.0,05,246.0,Question,did i get the trade right?,3341.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827908828,Clarification_question
4261,william,Other,301.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640666,337,1605.0,05,246.0,Assertion,yep :),3342.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827923421,Question_answer_pair
4262,ljaybrad123,Other,301.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640669,338,1631.0,05,246.0,Assertion,ok cheers,3343.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827934531,Acknowledgement
4263,william,Other,301.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640672,339,1658.0,05,246.0,Assertion,yup!,3344.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371827953156,Question_answer_pair
4264,ljaybrad123,Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640676,344,1709.0,05,247.0,Request,"laura, could i cadge a clay?",3345.0,Segment,s1_league1_game3_05_asoubeille_1371828067703,EDU,0,0
4265,william,Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640679,345,1743.0,05,247.0,Request,or william?,3346.0,Segment,s1_league1_game3_05_asoubeille_1371828067703,EDU,s1_league1_game3_05_asoubeille_1371828050906,Alternation
4266,"ljaybrad123, william",Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640682,346,1781.0,05,247.0,Assertion,name a price :),3347.0,Segment,s1_league1_game3_05_nasher_1416217488032,EDU,s1_league1_game3_05_asoubeille_1371828076421,Elaboration
4267,gotwood4sheep,Refusal,302.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640685,347,1812.0,05,247.0,Assertion,sorry nope,3348.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828090859,Question_answer_pair
4268,gotwood4sheep,Refusal,302.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640688,348,1831.0,05,247.0,Assertion,no,3349.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828102875,Question_answer_pair
4269,"ljaybrad123, william",Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640691,349,1863.0,05,247.0,Question,ok...ore?,3350.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828147796,Q_Elab
4270,"ljaybrad123, william",Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640691,349,1863.0,05,247.0,Question,ok...ore?,3350.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828156671,Q_Elab
4271,gotwood4sheep,Refusal,302.0,s1_league1_game3,william,s1_league1_game3_05_stac_1368640694,350,1893.0,05,247.0,Assertion,just spent it,3351.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828130796,Question_answer_pair
4272,gotwood4sheep,Counteroffer,302.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640697,351,1945.0,05,247.0,Request,ore for sheep and wheat or wood,3352.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828183125,Q_Elab
4273,ljaybrad123,Offer,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640700,352,1982.0,05,247.0,Question,one or tother?,3353.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828199609,Clarification_question
4274,gotwood4sheep,Offer,302.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640703,353,2018.0,05,247.0,Request,nah i need both,3354.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828222906,Question_answer_pair
4275,ljaybrad123,Refusal,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640706,354,2070.0,05,247.0,Assertion,afraid I can't pay 2 for 1...,3355.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828234828,Question_answer_pair
4276,ljaybrad123,Refusal,302.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_05_stac_1368640709,355,2103.0,05,247.0,Assertion,apologies!,3356.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828256531,Comment
4277,gotwood4sheep,Refusal,302.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640712,356,2137.0,05,247.0,Assertion,then sorry no,3357.0,Segment,0,0,s1_league1_game3_05_asoubeille_1371828269265,Result
4278,gotwood4sheep,Refusal,302.0,s1_league1_game3,ljaybrad123,s1_league1_game3_05_stac_1368640712,356,2137.0,05,247.0,Assertion,then sorry no,3357.0,Segment,0,0,s1_league1_game3_05_nasher_1416217929012,Question_answer_pair
4279,All,Other,303.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640543,358,50.0,06,247.0,Assertion,just hope no one rolls a 7 :p,3358.0,Segment,0,0,0,0
4280,?,Other,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640547,362,94.0,06,247.0,Assertion,i had another plan :),3359.0,Segment,0,0,s1_league1_game3_06_nasher_1462877284287,Comment
4281,?,Other,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640550,363,145.0,06,247.0,Assertion,but wanted to save some cash,3360.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828765734,Contrast
4282,All,Offer,303.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640553,364,183.0,06,247.0,Request,anyone have wood?,3361.0,Segment,s1_league1_game3_06_asoubeille_1371828878484,EDU,0,0
4283,ljaybrad123,Refusal,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640556,365,214.0,06,247.0,Assertion,sorry no,3362.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828811343,Question_answer_pair
4284,All,Offer,303.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640559,366,244.0,06,247.0,Request,or wheat?,3363.0,Segment,s1_league1_game3_06_asoubeille_1371828878484,EDU,s1_league1_game3_06_asoubeille_1371828822718,Alternation
4285,ljaybrad123,Accept,303.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640562,367,270.0,06,247.0,Assertion,i do,3364.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828846343,Question_answer_pair
4286,ljaybrad123,Accept,303.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640565,368,302.0,06,247.0,Assertion,loads of wheat!,3365.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828912468,Question_answer_pair
4287,ljaybrad123,Counteroffer,303.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640568,369,354.0,06,247.0,Question,what can you offer for a wood?,3366.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828931234,Q_Elab
4288,william,Offer,303.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640571,370,409.0,06,247.0,Request,willian 2 wheat for sheep and ore?,3367.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828960968,Q_Elab
4289,ljaybrad123,Accept,303.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640574,371,436.0,06,247.0,Assertion,sound good,3368.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371828973109,Question_answer_pair
4290,?,Other,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640577,373,468.0,06,247.0,Assertion,kerching!,3369.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371829056453,Comment
4291,?,Other,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640577,373,468.0,06,247.0,Assertion,kerching!,3369.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371829077359,Comment
4292,?,Other,303.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640581,377,496.0,06,247.0,Assertion,"ah, finally",3370.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371829107031,Comment
4293,?,Other,303.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640584,378,527.0,06,247.0,Assertion,uh oh...,3371.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371829118531,Comment
4294,All,Offer,304.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640588,382,581.0,06,248.0,Request,can anyone give me ore for wood?,3372.0,Segment,0,0,0,0
4295,tomas.kostan,Refusal,304.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640591,383,624.0,06,248.0,Assertion,"i got none, sorry :(",3373.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371830415953,Question_answer_pair
4296,tomas.kostan,Refusal,304.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640594,384,650.0,06,248.0,Assertion,sorry,3374.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371830429375,Question_answer_pair
4297,All,Other,305.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640598,389,687.0,06,249.0,Assertion,just going afk,3375.0,Segment,0,0,0,0
4298,All,Other,305.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640599,389,726.0,06,249.0,Assertion,"but have no trades to offer this turn,",3375.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838540312,Elaboration
4299,All,Other,305.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640600,389,750.0,06,249.0,Assertion,afraid I'm a bit fallow,3375.0,Segment,0,0,s1_league1_game3_06_nasher_1427383863216,Explanation
4300,All,Other,305.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640603,390,793.0,06,249.0,Assertion,back in 2 mins tops!,3376.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838558812,Continuation
4301,All,Offer,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640606,391,831.0,06,249.0,Question,anyone want clay?,3377.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371839245515,Narration
4302,ljaybrad123,Accept,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640609,392,864.0,06,249.0,Assertion,yes yes yes,3378.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838570015,Question_answer_pair
4303,ljaybrad123,Accept,305.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640612,393,884.0,06,249.0,Assertion,yes,3379.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838581687,Question_answer_pair
4304,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640615,394,923.0,06,249.0,Question,what do you want?,3380.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838610375,Q_Elab
